Age,Income,CreditScore,EmploymentStatus,Approved
63,88098,625,Unemployed,1
54,130558,526,Salaried,1
45,105592,567,Unemployed,0
49,91509,685,Salaried,1
59,56574,636,Salaried,0
51,52796,731,Self-employed,1
63,102965,442,Self-employed,0
43,78997,468,Unemployed,0
64,92480,481,Salaried,0
58,114340,668,Unemployed,1
40,39605,498,Salaried,0
43,126911,685,Salaried,1
36,114081,732,Salaried,1
62,23366,816,Self-employed,1
28,155592,804,Self-employed,1
41,94641,573,Salaried,0
21,70643,466,Salaried,0
28,100571,580,Salaried,1
49,55675,757,Salaried,1
52,101383,607,Salaried,1
58,61195,647,Self-employed,0
25,145610,588,Self-employed,1
42,86803,823,Unemployed,1
54,104494,538,Salaried,1
21,61418,657,Salaried,1
46,109494,771,Salaried,1
63,84622,852,Self-employed,1
30,42644,573,Salaried,1
50,77837,755,Unemployed,1
38,142933,580,Self-employed,1
37,110769,801,Salaried,1
46,73630,840,Salaried,1
28,28925,552,Self-employed,0
60,60025,721,Self-employed,1
32,42805,772,Salaried,1
47,29649,617,Salaried,0
28,108567,710,Self-employed,1
45,86871,716,Self-employed,1
24,138853,871,Salaried,1
53,55070,433,Salaried,0
21,84931,643,Salaried,1
39,43174,512,Unemployed,0
51,67153,651,Salaried,0
36,78336,563,Self-employed,0
34,73760,621,Self-employed,1
25,86606,553,Salaried,0
61,114148,667,Self-employed,1
46,110992,768,Salaried,1
48,61919,608,Self-employed,1
22,84089,807,Self-employed,1
26,108822,764,Salaried,1
29,116072,873,Salaried,1
53,65165,695,Self-employed,0
61,106244,643,Salaried,1
45,94934,475,Salaried,0
33,53020,564,Salaried,1
29,109004,627,Unemployed,0
33,89546,640,Self-employed,0
51,32758,900,Self-employed,1
61,76184,627,Salaried,0
31,86195,455,Salaried,0
24,66825,723,Salaried,1
54,121846,716,Salaried,1
58,122934,599,Self-employed,1
24,73525,884,Self-employed,1
58,70233,441,Salaried,0
39,81062,787,Self-employed,1
26,78997,617,Salaried,1
54,67224,545,Salaried,0
38,20000,900,Unemployed,0
33,137644,731,Self-employed,1
61,85012,617,Self-employed,0
43,79650,614,Salaried,1
39,94755,680,Salaried,0
31,82598,599,Salaried,1
21,72090,792,Unemployed,1
44,54830,659,Self-employed,1
27,29841,761,Salaried,1
45,44368,672,Unemployed,0
41,51499,745,Salaried,1
35,104527,798,Self-employed,1
21,106738,834,Salaried,1
32,58546,704,Salaried,1
27,20000,554,Salaried,0
35,85273,631,Salaried,0
41,72353,647,Self-employed,1
39,71612,586,Self-employed,1
49,113678,568,Self-employed,1
45,89159,669,Unemployed,1
53,55708,541,Salaried,0
52,48807,520,Unemployed,0
55,77121,463,Unemployed,0
64,57807,702,Salaried,1
58,82828,687,Salaried,1
46,115784,614,Self-employed,1
31,43606,759,Salaried,1
55,87633,540,Self-employed,0
28,112451,691,Salaried,0
34,82414,655,Self-employed,0
30,106647,568,Self-employed,1
22,76381,595,Salaried,1
29,90124,587,Salaried,1
23,98223,677,Salaried,1
41,67839,715,Salaried,1
46,144720,603,Unemployed,1
28,102327,571,Salaried,1
22,124089,665,Self-employed,1
26,117130,468,Salaried,0
48,94818,653,Self-employed,1
49,126573,821,Unemployed,1
46,90637,572,Salaried,1
45,63106,630,Unemployed,1
32,85444,762,Self-employed,1
25,54814,733,Salaried,1
54,21948,656,Unemployed,0
57,59423,643,Salaried,1
35,87186,514,Salaried,0
64,116857,704,Self-employed,1
56,59334,502,Self-employed,0
35,115304,422,Self-employed,0
63,48679,760,Salaried,1
43,57414,692,Unemployed,1
26,128474,746,Self-employed,1
64,86428,568,Unemployed,0
63,79791,701,Salaried,1
41,92058,601,Self-employed,1
43,48807,614,Unemployed,0
63,75074,757,Salaried,0
36,85079,633,Unemployed,1
35,121941,573,Salaried,1
45,34887,499,Salaried,0
56,137889,689,Unemployed,1
31,81260,766,Unemployed,1
35,51683,563,Salaried,0
24,46250,725,Salaried,1
41,93194,546,Self-employed,1
33,44583,732,Unemployed,1
42,68196,653,Self-employed,1
39,77502,679,Self-employed,0
54,119310,573,Self-employed,1
34,115553,689,Salaried,1
24,65710,584,Unemployed,1
47,78619,604,Salaried,1
49,37138,483,Self-employed,0
48,23827,565,Salaried,0
55,48128,592,Salaried,1
28,118692,684,Self-employed,1
36,108402,715,Unemployed,1
62,96503,583,Self-employed,1
56,41271,631,Self-employed,1
50,63650,835,Salaried,1
38,59265,664,Unemployed,1
22,80020,590,Salaried,0
33,78128,465,Salaried,0
24,54941,556,Salaried,1
46,95476,551,Self-employed,1
45,91868,867,Unemployed,1
50,63135,556,Self-employed,0
31,94128,655,Salaried,1
27,118728,690,Salaried,1
51,127841,771,Self-employed,1
64,99719,650,Salaried,1
30,98838,593,Salaried,0
59,77795,586,Self-employed,0
33,115891,689,Unemployed,1
51,52889,574,Salaried,0
27,112415,528,Salaried,1
62,76371,593,Unemployed,0
62,129728,504,Self-employed,0
56,102646,853,Unemployed,1
40,82964,715,Salaried,1
24,77905,828,Salaried,1
27,100768,703,Unemployed,1
21,99313,817,Salaried,1
64,73049,690,Self-employed,1
62,87755,729,Salaried,1
33,111891,415,Self-employed,1
42,44099,549,Unemployed,0
41,106776,654,Salaried,1
42,100636,656,Unemployed,0
48,120599,641,Salaried,1
29,63530,699,Unemployed,1
46,85171,704,Salaried,1
29,91152,745,Salaried,0
35,107163,723,Salaried,1
30,97873,782,Self-employed,1
44,47813,783,Unemployed,1
62,93731,669,Salaried,1
28,145126,878,Self-employed,1
44,103352,799,Unemployed,1
36,134141,561,Unemployed,1
46,116291,693,Self-employed,1
47,125872,447,Unemployed,1
57,94299,465,Self-employed,1
24,100655,595,Salaried,1
44,92665,553,Salaried,0
39,85130,595,Unemployed,1
56,107265,686,Salaried,1
59,69369,784,Salaried,0
30,141561,778,Unemployed,1
45,57159,695,Salaried,1
38,109341,530,Unemployed,1
39,126360,588,Unemployed,1
56,79701,720,Unemployed,1
30,51610,559,Salaried,1
53,119665,510,Salaried,1
25,91101,704,Unemployed,0
55,109399,644,Salaried,1
64,81716,626,Self-employed,1
54,136957,772,Self-employed,1
53,21489,769,Salaried,1
41,96285,845,Unemployed,1
37,125252,578,Self-employed,1
42,88160,697,Salaried,1
57,94070,652,Salaried,1
35,71979,687,Salaried,1
55,85620,525,Salaried,0
48,34844,495,Self-employed,0
27,63447,645,Salaried,1
52,61397,557,Salaried,0
31,105073,753,Unemployed,1
30,67858,484,Self-employed,0
29,68725,493,Salaried,0
34,73662,604,Unemployed,0
33,62540,480,Salaried,0
45,93070,834,Unemployed,1
22,96328,629,Self-employed,1
55,109750,583,Self-employed,1
27,104582,701,Self-employed,1
41,101582,747,Self-employed,1
38,75130,672,Unemployed,0
23,73206,642,Unemployed,0
62,58863,541,Salaried,0
59,58322,719,Salaried,1
61,90827,805,Unemployed,1
31,63417,625,Self-employed,1
59,129049,556,Unemployed,0
44,83874,669,Self-employed,1
39,130041,650,Self-employed,1
24,102153,516,Salaried,0
46,61682,594,Salaried,1
58,83138,846,Self-employed,1
62,34796,501,Self-employed,0
52,90712,574,Self-employed,1
59,64426,545,Self-employed,0
56,51596,555,Self-employed,0
60,130664,600,Unemployed,0
57,115917,699,Salaried,1
53,115091,793,Self-employed,1
56,108463,672,Salaried,1
23,47953,574,Salaried,0
29,72985,819,Salaried,1
28,74814,422,Salaried,0
53,33707,724,Salaried,0
26,68289,537,Salaried,0
61,68617,644,Salaried,1
59,88779,711,Unemployed,1
24,160971,473,Salaried,1
33,84373,665,Self-employed,1
22,88795,674,Self-employed,1
25,77493,810,Salaried,1
64,107131,900,Salaried,1
47,52782,479,Salaried,0
52,141881,805,Self-employed,1
41,81275,645,Salaried,1
28,73144,561,Salaried,0
58,114101,690,Salaried,1
28,58272,506,Self-employed,1
23,106577,513,Self-employed,1
64,127155,459,Salaried,1
23,77759,710,Salaried,1
42,146585,685,Salaried,1
26,104328,560,Salaried,1
22,104700,817,Salaried,1
43,125975,577,Self-employed,1
64,133922,791,Self-employed,1
22,92855,663,Self-employed,1
58,108907,575,Self-employed,1
37,126890,637,Salaried,1
55,50145,512,Salaried,0
54,33114,673,Salaried,1
43,83273,653,Self-employed,1
50,32395,708,Salaried,1
28,75580,746,Unemployed,1
42,94431,662,Self-employed,0
64,76730,487,Salaried,0
56,80752,752,Self-employed,1
25,54950,651,Salaried,1
33,108644,441,Salaried,1
49,53096,684,Salaried,1
51,21912,692,Salaried,0
36,78779,610,Unemployed,0
62,112450,628,Self-employed,1
50,87394,584,Salaried,0
36,50056,695,Salaried,1
32,88058,665,Salaried,1
37,98149,550,Unemployed,0
36,87709,827,Salaried,1
32,77062,576,Salaried,0
28,99581,352,Salaried,0
40,32847,598,Salaried,0
23,58181,763,Self-employed,1
36,45843,627,Self-employed,1
50,125451,470,Self-employed,1
43,106360,536,Self-employed,0
48,90553,531,Self-employed,0
60,41481,586,Salaried,1
25,107324,621,Salaried,1
40,126596,704,Salaried,1
60,102144,664,Self-employed,1
64,83944,669,Unemployed,1
21,103951,845,Salaried,1
50,93187,744,Salaried,1
41,112782,735,Salaried,1
40,112110,450,Unemployed,0
26,78368,567,Unemployed,0
42,65180,474,Salaried,0
38,73005,565,Self-employed,1
28,101075,737,Self-employed,1
59,74816,606,Salaried,0
52,62484,767,Salaried,1
53,84971,726,Self-employed,1
36,118223,655,Salaried,1
32,89053,770,Salaried,1
58,76713,800,Salaried,1
54,94612,699,Self-employed,1
34,87521,675,Unemployed,0
56,26990,719,Self-employed,0
53,105902,495,Salaried,1
43,97223,637,Salaried,1
22,85485,647,Self-employed,1
61,116870,609,Salaried,1
41,121389,563,Self-employed,0
22,108963,759,Salaried,1
47,59490,668,Self-employed,1
29,60528,678,Unemployed,0
21,118520,806,Unemployed,1
31,28683,628,Salaried,0
23,80534,607,Self-employed,0
43,98194,799,Salaried,1
46,32487,486,Self-employed,0
24,92030,655,Salaried,1
38,113632,568,Self-employed,1
26,40432,682,Salaried,1
55,134745,712,Unemployed,1
42,54705,719,Self-employed,1
63,102242,762,Salaried,1
35,82492,622,Unemployed,1
42,87085,629,Salaried,1
57,46495,707,Unemployed,1
62,122814,747,Self-employed,1
32,94776,506,Unemployed,0
62,133625,684,Salaried,1
58,47277,606,Salaried,0
38,79562,659,Self-employed,1
55,91285,610,Unemployed,1
50,86811,570,Salaried,1
44,105003,537,Salaried,1
62,79182,633,Salaried,1
50,148660,689,Unemployed,1
34,86195,583,Self-employed,1
26,20000,780,Salaried,0
23,87526,900,Salaried,1
36,122843,695,Self-employed,1
27,57300,645,Salaried,1
34,55397,549,Self-employed,0
29,59788,690,Salaried,0
35,52705,812,Self-employed,1
41,70617,864,Unemployed,1
55,112278,803,Self-employed,1
22,130789,742,Salaried,1
47,20000,695,Self-employed,1
22,73646,534,Salaried,0
55,94080,639,Unemployed,1
38,91080,626,Salaried,1
34,141998,639,Unemployed,1
40,24679,570,Salaried,0
38,20000,733,Salaried,0
30,146866,619,Salaried,1
45,107603,610,Unemployed,0
22,67858,571,Unemployed,1
45,90147,675,Salaried,1
53,92296,814,Salaried,1
56,67134,648,Salaried,1
51,89253,680,Salaried,1
34,95644,862,Self-employed,1
21,145465,782,Salaried,1
36,113903,714,Self-employed,1
23,137179,710,Self-employed,1
55,44692,583,Self-employed,0
61,74584,572,Unemployed,0
26,92267,665,Salaried,1
45,27366,668,Salaried,0
33,120455,556,Self-employed,1
54,104266,727,Salaried,1
28,73985,619,Salaried,1
41,79499,774,Unemployed,1
54,122616,643,Self-employed,1
24,61136,634,Salaried,1
45,123825,546,Self-employed,1
35,77438,558,Salaried,0
24,107679,794,Unemployed,1
32,87602,679,Salaried,1
52,151995,692,Self-employed,1
52,58378,826,Self-employed,0
48,67801,505,Salaried,0
33,39816,723,Self-employed,1
51,52097,475,Unemployed,0
34,106393,601,Self-employed,1
40,133004,524,Salaried,1
38,109794,744,Self-employed,1
49,84838,442,Unemployed,0
26,58191,624,Salaried,1
52,111952,522,Self-employed,0
49,56541,555,Salaried,1
63,44531,572,Salaried,1
22,75745,795,Salaried,1
43,23981,613,Unemployed,0
39,43558,840,Self-employed,1
51,141579,863,Salaried,1
25,37995,882,Unemployed,1
39,49355,643,Self-employed,0
54,87154,673,Self-employed,1
30,88717,691,Salaried,1
45,77961,609,Unemployed,0
22,24898,696,Self-employed,0
31,110454,547,Self-employed,0
51,71708,443,Salaried,0
35,121613,728,Salaried,1
29,65655,611,Salaried,1
43,114474,542,Unemployed,1
39,123882,556,Salaried,0
29,70991,816,Self-employed,1
55,111413,701,Salaried,1
41,45143,482,Salaried,0
29,92910,519,Salaried,1
48,121666,617,Self-employed,1
27,100554,702,Self-employed,1
36,157186,562,Unemployed,1
36,102230,630,Unemployed,1
53,74041,662,Salaried,1
24,170226,664,Unemployed,1
24,134011,386,Salaried,1
59,36912,674,Unemployed,0
60,61475,459,Salaried,0
37,53855,618,Unemployed,0
57,104368,594,Salaried,0
59,102134,531,Salaried,1
49,101903,742,Salaried,1
56,36102,526,Salaried,0
58,65857,592,Salaried,1
59,80521,746,Unemployed,1
57,30342,589,Self-employed,0
55,58845,566,Salaried,1
27,125693,620,Salaried,1
47,38377,709,Salaried,1
48,128657,809,Unemployed,1
42,117734,547,Salaried,1
34,76277,555,Self-employed,0
27,65533,619,Salaried,1
57,109954,675,Salaried,1
42,61367,565,Salaried,1
25,62860,725,Salaried,0
22,84283,549,Salaried,0
47,21092,440,Salaried,0
41,41500,708,Salaried,0
58,75530,721,Self-employed,0
35,99270,764,Salaried,1
41,60952,430,Salaried,0
30,79071,576,Salaried,1
43,36596,622,Unemployed,0
59,112974,843,Self-employed,1
25,91602,632,Self-employed,1
21,94256,501,Salaried,1
33,99647,682,Salaried,1
41,87343,794,Salaried,1
46,70486,770,Salaried,1
41,118889,711,Self-employed,1
38,89706,678,Unemployed,1
57,80028,400,Unemployed,0
52,84740,652,Salaried,1
56,84101,669,Salaried,1
37,79727,632,Salaried,1
55,98383,727,Salaried,1
31,56924,630,Unemployed,0
41,59116,609,Salaried,1
46,101777,764,Unemployed,1
24,80642,604,Self-employed,1
54,114141,657,Salaried,1
38,97266,748,Salaried,1
60,68421,538,Self-employed,0
55,102252,526,Salaried,1
61,120915,799,Salaried,1
49,98409,584,Salaried,1
49,104967,726,Salaried,1
58,79846,454,Self-employed,0
62,114791,374,Salaried,0
41,67579,690,Self-employed,0
62,95156,635,Self-employed,1
33,162085,691,Salaried,1
61,101166,856,Self-employed,1
37,72378,513,Salaried,0
29,72301,654,Self-employed,1
61,82859,812,Salaried,1
21,110537,529,Salaried,1
22,89373,585,Salaried,1
49,65544,455,Self-employed,0
53,65491,896,Salaried,1
30,89561,407,Salaried,0
60,86271,737,Salaried,1
41,98649,504,Salaried,0
48,112524,534,Self-employed,0
31,166820,767,Self-employed,1
54,41138,568,Unemployed,0
28,105605,721,Salaried,1
42,87949,801,Salaried,1
28,29662,672,Self-employed,0
35,122485,747,Self-employed,1
37,97635,658,Salaried,1
43,108994,663,Self-employed,1
44,34017,580,Self-employed,0
39,78387,862,Salaried,1
25,52624,731,Self-employed,1
52,149893,707,Salaried,1
64,119336,734,Unemployed,1
21,64570,575,Self-employed,1
43,38900,752,Salaried,0
57,90821,821,Salaried,1
28,117772,498,Unemployed,0
33,32948,709,Self-employed,1
28,57046,656,Salaried,0
43,51832,592,Self-employed,0
63,111008,529,Self-employed,1
21,73905,765,Salaried,1
44,75161,672,Salaried,1
55,90239,627,Self-employed,1
44,58651,709,Salaried,1
37,41689,635,Salaried,0
25,126090,572,Self-employed,1
40,128874,664,Salaried,1
41,90387,646,Salaried,1
60,92564,454,Salaried,0
51,122830,580,Self-employed,1
56,89699,510,Self-employed,0
31,72427,468,Self-employed,0
35,86180,701,Salaried,1
39,126795,576,Self-employed,1
27,86599,764,Unemployed,1
48,64918,448,Salaried,0
63,89410,617,Salaried,1
25,104686,582,Self-employed,1
25,101087,476,Salaried,1
50,101584,650,Salaried,1
52,60199,486,Salaried,0
28,108103,674,Salaried,1
30,85853,729,Salaried,1
58,63646,679,Salaried,1
52,107864,693,Unemployed,1
48,71390,763,Self-employed,1
37,37771,647,Self-employed,1
51,54981,559,Salaried,1
28,79550,583,Self-employed,0
60,102349,585,Salaried,0
45,59077,535,Self-employed,0
29,77780,736,Unemployed,0
22,48501,707,Self-employed,0
35,114460,466,Salaried,0
23,136519,559,Self-employed,1
56,133278,529,Salaried,1
24,113949,684,Salaried,1
34,110875,768,Salaried,1
61,22843,699,Unemployed,1
61,90315,572,Salaried,1
45,70117,614,Unemployed,1
30,111413,496,Salaried,1
41,20000,505,Salaried,0
56,90789,743,Self-employed,1
32,78566,808,Salaried,1
47,118552,571,Self-employed,0
60,131439,655,Self-employed,1
22,57134,729,Self-employed,1
33,58488,466,Self-employed,0
52,91914,534,Salaried,0
51,137012,869,Salaried,1
36,86804,544,Salaried,1
52,46625,610,Salaried,0
52,66823,583,Unemployed,0
54,91079,430,Self-employed,0
31,92206,659,Self-employed,0
30,63877,647,Self-employed,1
35,66226,669,Salaried,1
37,55552,640,Self-employed,1
60,119235,599,Self-employed,1
38,59956,593,Salaried,1
29,71056,594,Unemployed,1
45,70202,541,Self-employed,0
60,36821,558,Salaried,0
34,59097,543,Self-employed,0
45,121844,713,Salaried,1
42,48721,683,Salaried,1
50,56090,652,Self-employed,0
40,45023,863,Unemployed,1
41,82281,548,Self-employed,0
64,141564,773,Unemployed,1
52,81019,621,Unemployed,0
41,87002,667,Unemployed,1
55,61136,723,Salaried,1
52,83151,597,Salaried,1
50,121871,533,Salaried,1
59,89287,551,Self-employed,1
32,148953,418,Unemployed,1
61,122784,716,Salaried,1
38,82410,714,Self-employed,1
41,81826,824,Self-employed,1
33,133927,695,Salaried,1
41,89119,722,Salaried,1
28,127267,641,Salaried,1
60,145087,701,Salaried,1
27,78873,769,Self-employed,1
43,95558,669,Salaried,1
64,114400,592,Self-employed,1
52,108025,625,Salaried,1
31,107814,732,Self-employed,1
42,44995,595,Salaried,1
42,59547,747,Unemployed,0
63,70141,859,Salaried,1
45,121432,749,Unemployed,1
42,47938,732,Self-employed,0
48,130696,688,Self-employed,1
49,108395,564,Salaried,1
33,119626,554,Salaried,1
38,57114,553,Salaried,1
22,87169,711,Salaried,1
49,93968,607,Unemployed,0
41,92649,646,Salaried,1
35,93869,696,Unemployed,0
47,76704,557,Self-employed,0
51,89056,594,Salaried,1
35,116006,685,Self-employed,1
43,50004,618,Salaried,1
44,131411,628,Salaried,1
64,114456,536,Salaried,1
33,56043,629,Unemployed,0
42,96515,831,Salaried,1
63,112044,600,Self-employed,1
57,47941,523,Salaried,1
53,86259,755,Self-employed,1
23,82644,707,Salaried,1
39,65632,673,Salaried,1
43,87770,504,Salaried,0
49,66991,520,Salaried,0
50,126229,480,Self-employed,0
59,66200,697,Salaried,1
64,108759,762,Unemployed,1
45,35338,701,Salaried,0
57,80145,864,Salaried,1
28,85369,601,Salaried,1
62,79171,614,Salaried,0
36,73110,661,Unemployed,1
28,64974,624,Unemployed,0
21,107636,704,Self-employed,1
64,114983,579,Unemployed,0
25,82535,496,Unemployed,0
23,52100,453,Self-employed,0
21,138818,702,Unemployed,1
24,58606,592,Salaried,1
60,41217,521,Self-employed,0
55,24621,581,Self-employed,0
52,87983,864,Salaried,1
62,78477,527,Unemployed,0
54,115928,729,Salaried,1
63,103332,696,Unemployed,0
45,93706,797,Salaried,1
30,76858,636,Salaried,1
41,118299,478,Salaried,1
59,141021,759,Unemployed,1
47,115269,622,Salaried,1
47,71094,790,Self-employed,1
22,108446,739,Self-employed,1
61,72937,759,Salaried,1
33,51847,900,Unemployed,1
29,58028,681,Salaried,1
56,74254,808,Self-employed,1
42,88118,605,Salaried,1
62,146817,709,Salaried,1
46,58549,594,Salaried,0
32,124704,702,Self-employed,1
37,75482,691,Unemployed,1
34,24508,423,Salaried,0
34,69828,582,Salaried,0
54,120300,675,Unemployed,1
40,95340,401,Salaried,0
31,97133,639,Self-employed,1
36,124855,760,Self-employed,1
51,53909,793,Salaried,1
26,53447,563,Self-employed,0
39,20000,800,Unemployed,1
57,111312,782,Salaried,1
24,101874,413,Self-employed,0
24,106718,662,Self-employed,1
40,49509,674,Salaried,1
30,36872,817,Salaried,1
44,45411,681,Self-employed,1
55,57322,803,Salaried,1
46,131618,564,Salaried,1
57,115003,474,Unemployed,0
58,71253,578,Self-employed,1
41,93977,823,Unemployed,1
60,64649,751,Salaried,0
59,95928,900,Unemployed,1
41,50857,491,Self-employed,0
30,107507,764,Unemployed,1
58,59508,733,Unemployed,0
24,109177,618,Unemployed,0
40,72177,735,Unemployed,0
37,61297,665,Salaried,1
27,133389,700,Self-employed,1
24,90308,724,Salaried,1
49,75334,757,Self-employed,1
34,107745,659,Unemployed,1
23,44800,845,Salaried,1
44,118205,626,Self-employed,1
57,80816,857,Self-employed,1
36,103023,525,Salaried,1
24,38563,541,Salaried,0
44,73527,548,Salaried,1
54,85137,755,Salaried,1
50,115908,561,Self-employed,1
38,105412,813,Self-employed,1
39,73225,592,Salaried,1
51,94538,693,Unemployed,1
39,122697,720,Self-employed,1
39,79000,538,Self-employed,0
42,75734,497,Salaried,0
44,28308,681,Self-employed,0
32,76627,619,Salaried,1
50,32811,704,Self-employed,1
58,81569,501,Self-employed,0
51,114644,610,Salaried,1
56,21410,629,Unemployed,0
39,122026,381,Salaried,0
56,75093,759,Salaried,1
50,84185,566,Unemployed,0
53,69927,814,Salaried,1
38,33602,573,Self-employed,0
48,61510,592,Self-employed,0
31,147922,513,Salaried,1
53,52118,776,Unemployed,0
37,37343,699,Salaried,0
26,89238,804,Salaried,1
24,82426,627,Unemployed,0
40,75300,645,Self-employed,1
47,85433,464,Self-employed,0
35,104326,581,Unemployed,1
26,67385,668,Salaried,1
34,90832,692,Salaried,1
31,115716,850,Salaried,1
59,55141,446,Unemployed,0
29,20000,675,Salaried,1
46,105124,608,Salaried,1
36,160088,658,Salaried,1
25,84779,661,Salaried,0
30,91057,628,Self-employed,1
23,76125,525,Unemployed,0
33,132641,504,Salaried,0
63,82667,620,Salaried,1
50,79403,493,Self-employed,0
26,112325,637,Salaried,1
37,70471,622,Unemployed,0
39,46459,380,Self-employed,0
62,111469,862,Salaried,1
55,67253,658,Unemployed,0
46,55736,381,Salaried,0
25,148001,677,Salaried,1
49,79642,627,Salaried,1
57,99826,505,Unemployed,0
40,85885,684,Self-employed,0
41,58410,546,Salaried,0
30,105683,671,Unemployed,1
25,94437,572,Self-employed,1
56,65218,550,Salaried,0
26,97995,648,Self-employed,1
46,69570,471,Self-employed,0
24,51865,640,Self-employed,0
59,48829,722,Salaried,0
59,93101,789,Salaried,1
55,73518,769,Self-employed,1
21,130051,798,Unemployed,1
44,83711,599,Self-employed,0
56,61443,537,Unemployed,0
26,89734,739,Self-employed,1
61,46171,593,Unemployed,0
64,82476,650,Salaried,1
51,94575,732,Salaried,1
40,90870,872,Salaried,1
44,124083,708,Salaried,1
45,162925,672,Self-employed,1
56,105141,526,Unemployed,0
41,120363,778,Salaried,1
50,161303,694,Unemployed,1
44,54813,611,Self-employed,0
64,88918,600,Self-employed,0
62,70660,605,Self-employed,1
50,110279,654,Salaried,1
42,93148,489,Salaried,1
48,60447,783,Self-employed,1
27,85328,763,Unemployed,0
55,116407,631,Self-employed,1
48,45888,605,Salaried,1
34,61079,647,Salaried,1
30,56581,666,Unemployed,0
36,94791,616,Salaried,0
36,122215,759,Unemployed,1
51,24707,493,Self-employed,0
62,87831,571,Self-employed,0
45,57273,735,Self-employed,1
33,115162,685,Salaried,1
26,77890,575,Self-employed,1
64,88920,694,Self-employed,1
29,84959,562,Self-employed,0
56,118726,615,Unemployed,1
63,146458,764,Salaried,1
40,50960,752,Self-employed,1
38,56423,681,Salaried,0
63,94644,534,Salaried,0
41,60507,608,Self-employed,0
24,113007,660,Salaried,1
53,117823,810,Self-employed,1
47,68602,453,Salaried,0
27,62093,554,Salaried,1
26,76756,774,Salaried,1
35,88120,799,Salaried,1
38,94445,642,Unemployed,1
52,20000,819,Self-employed,0
31,55976,569,Unemployed,0
40,72877,483,Salaried,0
44,61090,736,Self-employed,1
35,20000,792,Self-employed,0
27,28348,790,Salaried,1
41,45839,555,Self-employed,1
62,81541,671,Self-employed,1
46,71913,742,Salaried,1
64,66052,683,Self-employed,1
34,108895,809,Salaried,1
57,108884,605,Salaried,1
41,89497,642,Salaried,0
38,88603,675,Unemployed,0
25,59300,741,Salaried,1
23,62890,628,Salaried,0
43,33770,752,Self-employed,1
46,77477,826,Self-employed,1
57,108572,593,Self-employed,0
44,125629,631,Salaried,0
39,77656,756,Self-employed,1
45,99750,862,Salaried,1
41,20000,719,Self-employed,1
32,72012,563,Self-employed,0
61,71309,671,Self-employed,1
53,129735,755,Unemployed,1
24,96788,560,Self-employed,0
62,99827,531,Self-employed,0
27,98269,612,Salaried,1
42,86363,722,Salaried,1
53,130970,499,Unemployed,1
37,20000,573,Salaried,0
44,89386,680,Self-employed,1
54,118894,769,Self-employed,1
48,28258,681,Salaried,1
63,110137,691,Unemployed,0
61,62165,760,Self-employed,0
59,88294,825,Self-employed,1
42,61589,813,Salaried,0
37,113774,425,Self-employed,1
54,76349,660,Salaried,1
26,110373,750,Self-employed,1
26,98059,836,Self-employed,1
54,61186,720,Salaried,1
21,100055,555,Self-employed,1
30,65092,570,Salaried,0
41,86923,573,Unemployed,0
25,75802,683,Self-employed,1
22,111997,597,Salaried,1
42,101209,315,Salaried,0
22,84078,520,Unemployed,0
30,64428,601,Salaried,1
54,46930,500,Salaried,0
36,89069,516,Salaried,0
59,66031,875,Salaried,1
42,28660,649,Unemployed,0
32,45099,607,Self-employed,0
44,133776,723,Salaried,1
60,65200,776,Salaried,1
58,117464,896,Salaried,1
30,74300,837,Unemployed,1
55,122187,697,Self-employed,1
52,120014,481,Self-employed,0
27,60229,539,Self-employed,0
41,25360,605,Unemployed,0
40,27900,705,Unemployed,0
46,60740,660,Salaried,0
24,141689,487,Unemployed,0
42,72683,468,Unemployed,0
35,89357,678,Salaried,1
60,124100,663,Unemployed,0
41,88309,626,Self-employed,1
35,87276,703,Self-employed,1
42,103679,787,Salaried,1
48,93669,684,Self-employed,1
34,82015,546,Salaried,0
47,63356,860,Unemployed,0
61,87354,630,Unemployed,0
60,117831,655,Self-employed,1
48,138460,578,Self-employed,1
46,93768,531,Self-employed,0
22,107654,540,Salaried,1
45,93091,516,Self-employed,1
23,82380,318,Self-employed,0
28,100427,632,Salaried,1
64,120679,771,Salaried,1
53,58409,541,Self-employed,0
62,41458,900,Salaried,1
55,69009,802,Unemployed,1
26,91349,647,Salaried,1
59,111096,527,Salaried,0
43,55314,474,Self-employed,0
45,20000,637,Self-employed,0
63,69716,657,Self-employed,0
39,79182,627,Self-employed,0
25,50131,767,Self-employed,0
31,62317,814,Self-employed,1
32,111018,701,Salaried,1
30,87343,707,Salaried,1
28,95368,615,Salaried,1
44,74329,649,Salaried,1
48,62376,695,Salaried,1
61,74113,615,Salaried,0
56,99966,722,Unemployed,1
57,40260,533,Salaried,0
41,134505,569,Salaried,1
28,102245,534,Unemployed,0
29,68923,576,Salaried,0
35,109402,618,Salaried,1
60,121670,763,Salaried,1
38,75089,654,Salaried,1
62,78502,508,Salaried,1
40,129804,495,Salaried,1
26,148569,604,Unemployed,1
32,85883,741,Salaried,1
22,50253,804,Salaried,1
27,70881,475,Self-employed,0
36,115990,690,Salaried,1
23,54093,605,Salaried,0
23,78751,614,Unemployed,0
47,93777,532,Unemployed,0
63,57318,625,Self-employed,0
60,117893,527,Salaried,1
58,105819,620,Unemployed,1
53,145286,776,Salaried,1
48,108443,719,Salaried,1
21,56173,860,Salaried,1
28,100911,707,Self-employed,1
57,114640,669,Salaried,1
52,116184,710,Self-employed,1
